n.par	n.mom	n.dad	sex.ratio	noff	female.rs	females.mates	male.rs	male.mates	mp.count	mp.rs	type	lost	sim
100	50	50	1	330720	6652.94	4.49	6519.88	4.4	220	133.059	Before	0	1
57	26	31	1.19	50	1.84	1.64	1.48	1.32	41	0.059	After	176	1
100	50	50	1	316588	6300.57	2.37	6174.56	2.32	116	126.011	Before	0	2
61	32	29	0.91	50	1.58	1.26	1.69	1.34	39	0.055	After	80	2
100	50	50	1	290992	5858.12	1.71	5740.96	1.68	84	117.162	Before	0	3
64	32	32	1	50	1.58	1.19	1.53	1.16	37	0.049	After	48	3
100	50	50	1	323903	6437.08	1.76	6308.34	1.72	86	128.742	Before	0	4
66	35	31	0.89	50	1.35	1.03	1.48	1.13	35	0.044	After	51	4
100	50	50	1	328012	6509.88	1.88	6379.68	1.84	92	130.198	Before	0	5
64	34	30	0.88	50	1.48	1.21	1.63	1.33	40	0.049	After	52	5
100	50	50	1	317420	6307.63	4.16	6181.48	4.08	204	126.153	Before	0	6
59	31	28	0.9	50	1.6	1.43	1.71	1.54	43	0.057	After	165	6
100	50	50	1	323180	6520.82	1.82	6390.4	1.78	89	130.416	Before	0	7
63	33	30	0.91	50	1.53	1.19	1.63	1.27	38	0.051	After	53	7
100	50	50	1	275188	5547.51	1.67	5436.56	1.64	82	110.95	Before	0	8
61	32	29	0.91	50	1.55	1.13	1.66	1.21	35	0.053	After	51	8
100	50	50	1	313553	6208.84	3.33	6084.66	3.26	163	124.177	Before	0	9
57	29	28	0.97	50	1.75	1.46	1.75	1.46	41	0.062	After	123	9
100	50	50	1	309838	6239.14	4.49	6114.36	4.4	220	124.783	Before	0	10
59	32	27	0.84	50	1.58	1.42	1.81	1.63	44	0.059	After	183	10
100	50	50	1	320769	6360.39	3.18	6233.18	3.12	156	127.208	Before	0	11
63	30	33	1.1	50	1.66	1.41	1.45	1.24	41	0.05	After	115	11
100	50	50	1	322964	6504.96	4.06	6374.86	3.98	199	130.099	Before	0	12
61	33	28	0.85	50	1.53	1.28	1.75	1.46	41	0.055	After	164	12
100	50	50	1	317920	6350.9	2.53	6223.88	2.48	124	127.018	Before	0	13
61	32	29	0.91	50	1.58	1.1	1.69	1.17	34	0.055	After	95	13
100	50	50	1	306341	6095.59	1.8	5973.68	1.76	88	121.912	Before	0	14
61	33	28	0.85	50	1.53	1.12	1.75	1.29	36	0.055	After	52	14
100	50	50	1	291740	5814.08	3.43	5697.8	3.36	168	116.282	Before	0	15
56	30	26	0.87	50	1.69	1.34	1.88	1.5	39	0.065	After	133	15
100	50	50	1	319356	6386.39	3.22	6258.66	3.16	158	127.728	Before	0	16
60	31	29	0.94	50	1.63	1.33	1.69	1.38	40	0.056	After	120	16
100	50	50	1	318590	6438.16	4.47	6309.4	4.38	219	128.763	Before	0	17
60	30	30	1	50	1.69	1.52	1.63	1.47	44	0.056	After	178	17
100	50	50	1	327195	6575.49	3.16	6443.98	3.1	155	131.51	Before	0	18
58	30	28	0.93	50	1.69	1.38	1.75	1.43	40	0.06	After	116	18
100	50	50	1	318208	6376.55	2.49	6249.02	2.44	122	127.531	Before	0	19
65	32	33	1.03	50	1.58	1.26	1.48	1.18	39	0.048	After	85	19
100	50	50	1	282325	5669.41	1.94	5556.02	1.9	95	113.388	Before	0	20
56	30	26	0.87	50	1.69	1.17	1.88	1.31	34	0.065	After	62	20
100	50	50	1	311161	6258.69	3.24	6133.52	3.18	159	125.174	Before	0	21
53	29	24	0.83	50	1.71	1.32	2	1.54	37	0.071	After	125	21
100	50	50	1	271739	5365.45	3.08	5258.14	3.02	151	107.309	Before	0	22
63	32	31	0.97	50	1.58	1.26	1.58	1.26	39	0.051	After	113	22
100	50	50	1	327655	6513.33	4.29	6383.06	4.2	210	130.267	Before	0	23
63	33	30	0.91	50	1.53	1.41	1.63	1.5	45	0.051	After	166	23
100	50	50	1	292192	5892.8	4.14	5774.94	4.06	203	117.856	Before	0	24
64	32	32	1	50	1.55	1.29	1.5	1.25	40	0.048	After	166	24
100	50	50	1	303740	6135.41	4.33	6012.7	4.24	212	122.708	Before	0	25
56	27	29	1.07	50	1.88	1.62	1.69	1.45	42	0.065	After	172	25
100	50	50	1	313327	6296.84	4.18	6170.9	4.1	205	125.937	Before	0	26
62	32	30	0.94	50	1.58	1.35	1.63	1.4	42	0.053	After	165	26
100	50	50	1	310775	6255.12	1.59	6130.02	1.56	78	125.102	Before	0	27
62	32	30	0.94	50	1.58	1.16	1.63	1.2	36	0.053	After	43	27
100	50	50	1	319787	6375.96	2.78	6248.44	2.72	136	127.519	Before	0	28
56	32	24	0.75	50	1.58	1.26	2.04	1.62	39	0.066	After	97	28
100	50	50	1	314499	6216.14	1.76	6091.82	1.72	86	124.323	Before	0	29
54	29	25	0.86	50	1.75	1.14	1.96	1.28	32	0.07	After	54	29
100	50	50	1	304611	6056.57	2.53	5935.44	2.48	124	121.131	Before	0	30
58	30	28	0.93	50	1.69	1.28	1.75	1.32	37	0.06	After	89	30
100	50	50	1	308860	6207.88	2.37	6083.72	2.32	116	124.158	Before	0	31
57	29	28	0.97	50	1.75	1.18	1.75	1.18	33	0.062	After	85	31
100	50	50	1	319992	6444.22	2.94	6315.34	2.88	144	128.884	Before	0	32
63	34	29	0.85	50	1.48	1.3	1.69	1.48	43	0.051	After	105	32
100	50	50	1	304052	6036.9	4.53	5916.16	4.44	222	120.738	Before	0	33
58	29	29	1	50	1.71	1.54	1.66	1.48	43	0.059	After	178	33
100	50	50	1	314710	6323.59	1.9	6197.12	1.86	93	126.472	Before	0	34
59	31	28	0.9	50	1.63	1.3	1.75	1.39	39	0.058	After	56	34
100	50	50	1	296867	6001.78	2.65	5881.74	2.6	130	120.036	Before	0	35
62	31	31	1	50	1.63	1.3	1.58	1.26	39	0.053	After	95	35
100	50	50	1	305705	6150.29	3.2	6027.28	3.14	157	123.006	Before	0	36
63	32	31	0.97	50	1.58	1.29	1.58	1.29	40	0.051	After	119	36
100	50	50	1	305667	6106.43	2.41	5984.3	2.36	118	122.129	Before	0	37
66	35	31	0.89	50	1.44	1.21	1.58	1.32	41	0.046	After	80	37
100	50	50	1	327095	6565.41	2.31	6434.1	2.26	113	131.308	Before	0	38
59	34	25	0.74	50	1.48	1.15	1.96	1.52	38	0.059	After	76	38
100	50	50	1	329181	6565.73	3.53	6434.42	3.46	173	131.315	Before	0	39
63	33	30	0.91	50	1.5	1.28	1.6	1.37	41	0.05	After	135	39
100	50	50	1	316006	6397.24	4.39	6269.3	4.3	215	127.945	Before	0	40
55	29	26	0.9	50	1.75	1.43	1.88	1.54	40	0.067	After	181	40
100	50	50	1	323621	6428.14	1.82	6299.58	1.78	89	128.563	Before	0	41
56	31	25	0.81	50	1.6	1.13	1.92	1.36	34	0.064	After	56	41
100	50	50	1	305323	6091.45	3.1	5969.62	3.04	152	121.829	Before	0	42
59	32	27	0.84	50	1.48	1.16	1.7	1.33	36	0.055	After	116	42
100	50	50	1	329080	6572.9	2.43	6441.44	2.38	119	131.458	Before	0	43
58	31	27	0.87	50	1.63	1.33	1.81	1.48	40	0.06	After	82	43
100	50	50	1	323910	6497.63	2.47	6367.68	2.42	121	129.953	Before	0	44
60	29	31	1.07	50	1.75	1.29	1.58	1.16	36	0.056	After	87	44
100	50	50	1	321710	6378.88	3.43	6251.3	3.36	168	127.578	Before	0	45
58	29	29	1	50	1.75	1.39	1.69	1.34	39	0.06	After	133	45
100	50	50	1	289148	5823.76	2.57	5707.28	2.52	126	116.475	Before	0	46
59	32	27	0.84	50	1.58	1.35	1.81	1.56	42	0.059	After	87	46
100	50	50	1	306843	6194.35	3.45	6070.46	3.38	169	123.887	Before	0	47
64	30	34	1.13	50	1.69	1.55	1.44	1.32	45	0.05	After	125	47
100	50	50	1	306682	6061.18	3.43	5939.96	3.36	168	121.224	Before	0	48
63	33	30	0.91	50	1.53	1.25	1.63	1.33	40	0.051	After	133	48
100	50	50	1	343942	6929.76	3.94	6791.16	3.86	193	138.595	Before	0	49
58	31	27	0.87	50	1.6	1.3	1.78	1.44	39	0.059	After	160	49
100	50	50	1	295796	5907.37	1.71	5789.22	1.68	84	118.147	Before	0	50
60	30	30	1	50	1.69	1.24	1.63	1.2	36	0.056	After	48	50
100	50	50	1	298499	5931.06	2.63	5812.44	2.58	129	118.621	Before	0	51
60	30	30	1	50	1.69	1.38	1.63	1.33	40	0.056	After	89	51
100	50	50	1	333887	6701.61	1.73	6567.58	1.7	85	134.032	Before	0	52
63	32	31	0.97	50	1.55	1.16	1.55	1.16	36	0.05	After	49	52
100	50	50	1	313317	6213.12	2.39	6088.86	2.34	117	124.262	Before	0	53
55	30	25	0.83	50	1.62	1.14	1.88	1.32	33	0.065	After	85	53
100	50	50	1	319141	6442.86	2.59	6314	2.54	127	128.857	Before	0	54
58	33	25	0.76	50	1.53	1.25	1.96	1.6	40	0.061	After	89	54
100	50	50	1	349452	6966.53	2.61	6827.2	2.56	128	139.331	Before	0	55
63	34	29	0.85	50	1.48	1.21	1.69	1.38	40	0.051	After	89	55
100	50	50	1	321406	6454.92	2.43	6325.82	2.38	119	129.098	Before	0	56
58	31	27	0.87	50	1.6	1.23	1.78	1.37	37	0.059	After	84	56
100	50	50	1	298573	6020.43	3.55	5900.02	3.48	174	120.409	Before	0	57
56	29	27	0.93	50	1.75	1.32	1.81	1.37	37	0.065	After	138	57
100	50	50	1	336013	6715.37	3.53	6581.06	3.46	173	134.307	Before	0	58
57	31	26	0.84	50	1.6	1.3	1.85	1.5	39	0.062	After	135	58
100	50	50	1	288644	5833.65	1.69	5716.98	1.66	83	116.673	Before	0	59
61	32	29	0.91	50	1.58	1.16	1.69	1.24	36	0.055	After	47	59
100	50	50	1	330403	6593.04	3.29	6461.18	3.22	161	131.861	Before	0	60
61	31	30	0.97	50	1.63	1.23	1.63	1.23	37	0.054	After	127	60
100	50	50	1	316876	6328.57	2.51	6202	2.46	123	126.571	Before	0	61
52	28	24	0.86	50	1.81	1.26	2.04	1.42	34	0.076	After	90	61
100	50	50	1	304121	6072.35	3.29	5950.9	3.22	161	121.447	Before	0	62
55	29	26	0.9	50	1.68	1.43	1.81	1.54	40	0.065	After	122	62
100	50	50	1	332660	6668.16	3.02	6534.8	2.96	148	133.363	Before	0	63
58	31	27	0.87	50	1.6	1.23	1.78	1.37	37	0.059	After	114	63
100	50	50	1	315870	6271.31	2.73	6145.88	2.68	134	125.426	Before	0	64
57	27	30	1.11	50	1.88	1.62	1.63	1.4	42	0.063	After	95	64
100	50	50	1	333959	6758.49	1.73	6623.32	1.7	85	135.17	Before	0	65
55	29	26	0.9	50	1.75	1.07	1.88	1.15	30	0.067	After	57	65
100	50	50	1	341251	6795.9	3.45	6659.98	3.38	169	135.918	Before	0	66
57	30	27	0.9	50	1.69	1.52	1.81	1.63	44	0.063	After	126	66
100	50	50	1	298117	5996.78	1.69	5876.84	1.66	83	119.936	Before	0	67
55	27	28	1.04	50	1.88	1.23	1.75	1.14	32	0.067	After	53	67
100	50	50	1	292924	5861.22	2.61	5744	2.56	128	117.224	Before	0	68
64	34	30	0.88	50	1.48	1.24	1.63	1.37	41	0.049	After	90	68
100	50	50	1	302436	6026.04	1.78	5905.52	1.74	87	120.521	Before	0	69
60	32	28	0.88	50	1.55	1.16	1.71	1.29	36	0.055	After	51	69
100	50	50	1	302170	6093.51	2.49	5971.64	2.44	122	121.87	Before	0	70
56	29	27	0.93	50	1.71	1.21	1.78	1.26	34	0.063	After	89	70
100	50	50	1	301494	6072.29	2.35	5950.84	2.3	115	121.446	Before	0	71
62	31	31	1	50	1.63	1.37	1.58	1.32	41	0.053	After	74	71
100	50	50	1	309001	6179.69	1.86	6056.1	1.82	91	123.594	Before	0	72
57	28	29	1.04	50	1.78	1.37	1.66	1.28	37	0.061	After	55	72
100	50	50	1	322108	6443.35	3.43	6314.48	3.36	168	128.867	Before	0	73
56	30	26	0.87	50	1.69	1.41	1.88	1.58	41	0.065	After	130	73
100	50	50	1	305005	6113.41	1.51	5991.14	1.48	74	122.268	Before	0	74
62	31	31	1	50	1.63	1.13	1.58	1.1	34	0.053	After	42	74
100	50	50	1	318225	6398.14	1.86	6270.18	1.82	91	127.963	Before	0	75
64	34	30	0.88	50	1.48	1.18	1.63	1.3	39	0.049	After	53	75
100	50	50	1	306541	6176.02	2.33	6052.5	2.28	114	123.52	Before	0	76
55	29	26	0.9	50	1.71	1.29	1.85	1.38	36	0.066	After	78	76
100	50	50	1	327739	6547.45	2.67	6416.5	2.62	131	130.949	Before	0	77
58	29	29	1	50	1.75	1.25	1.69	1.21	35	0.06	After	97	77
100	50	50	1	325317	6447.12	3.24	6318.18	3.18	159	128.942	Before	0	78
64	30	34	1.13	50	1.59	1.41	1.35	1.21	41	0.047	After	121	78
100	50	50	1	346304	6907.71	4.27	6769.56	4.18	209	138.154	Before	0	79
57	30	27	0.9	50	1.69	1.31	1.81	1.41	38	0.063	After	177	79
100	50	50	1	310111	6231.2	1.9	6106.58	1.86	93	124.624	Before	0	80
62	30	32	1.07	50	1.69	1.45	1.53	1.31	42	0.053	After	52	80
100	50	50	1	309929	6243.78	2.61	6118.9	2.56	128	124.876	Before	0	81
56	31	25	0.81	50	1.63	1.3	1.96	1.56	39	0.065	After	91	81
100	50	50	1	310959	6293.45	3.08	6167.58	3.02	151	125.869	Before	0	82
57	29	28	0.97	50	1.68	1.36	1.68	1.36	38	0.06	After	118	82
100	50	50	1	328691	6554.51	4.06	6423.42	3.98	199	131.09	Before	0	83
60	29	31	1.07	50	1.71	1.43	1.55	1.29	40	0.055	After	162	83
100	50	50	1	316905	6380.43	1.55	6252.82	1.52	76	127.609	Before	0	84
61	32	29	0.91	50	1.58	1.16	1.69	1.24	36	0.055	After	43	84
100	50	50	1	284697	5691.86	2.59	5578.02	2.54	127	113.837	Before	0	85
55	27	28	1.04	50	1.88	1.35	1.75	1.25	35	0.067	After	95	85
100	50	50	1	329271	6626.22	2.14	6493.7	2.1	105	132.524	Before	0	86
60	32	28	0.88	50	1.52	1.29	1.68	1.43	40	0.054	After	64	86
100	50	50	1	316880	6350.53	4.31	6223.52	4.22	211	127.011	Before	0	87
59	31	28	0.9	50	1.6	1.37	1.71	1.46	41	0.057	After	171	87
100	50	50	1	317059	6361.57	2.53	6234.34	2.48	124	127.231	Before	0	88
57	32	25	0.78	50	1.58	1.23	1.96	1.52	38	0.063	After	86	88
100	50	50	1	317856	6396.29	3.33	6268.36	3.26	163	127.926	Before	0	89
59	32	27	0.84	50	1.55	1.32	1.78	1.52	41	0.057	After	127	89
100	50	50	1	313556	6272.27	3.27	6146.82	3.2	160	125.445	Before	0	90
60	29	31	1.07	50	1.71	1.36	1.55	1.23	38	0.055	After	125	90
100	50	50	1	297608	5874.84	4.1	5757.34	4.02	201	117.497	Before	0	91
55	27	28	1.04	50	1.85	1.65	1.71	1.54	43	0.066	After	159	91
100	50	50	1	302566	6055.96	1.8	5934.84	1.76	88	121.119	Before	0	92
58	31	27	0.87	50	1.57	1.03	1.74	1.15	31	0.058	After	57	92
100	50	50	1	303129	5997.08	2.35	5877.14	2.3	115	119.942	Before	0	93
60	35	25	0.71	50	1.44	1.09	1.96	1.48	37	0.058	After	81	93
100	50	50	1	294937	5909.41	4.06	5791.22	3.98	199	118.188	Before	0	94
60	29	31	1.07	50	1.68	1.5	1.52	1.35	42	0.054	After	160	94
100	50	50	1	335589	6690.98	1.51	6557.16	1.48	74	133.82	Before	0	95
59	31	28	0.9	50	1.6	1.13	1.71	1.21	34	0.057	After	42	95
100	50	50	1	315265	6363.88	4.39	6236.6	4.3	215	127.278	Before	0	96
62	34	28	0.82	50	1.48	1.27	1.75	1.5	42	0.053	After	177	96
100	50	50	1	312302	6213.57	1.82	6089.3	1.78	89	124.271	Before	0	97
58	31	27	0.87	50	1.6	1.13	1.78	1.26	34	0.059	After	55	97
100	50	50	1	319843	6385.78	3.39	6258.06	3.32	166	127.716	Before	0	98
