n.par	n.mom	n.dad	sex.ratio	noff	female.rs	female.sd	females.mates	max.female.mates	male.rs	male.sd	male.mates	max.male.mates	mp.count	mp.rs	true.npar	true.noff	true.lambda	true.sr	true.sckew	mat
27	14	13	0.93	25	1.79	1.19	1.5	4	1.92	1.12	1.62	3	21	0.137	50	25	4	1	decline	Subsampled
50	25	25	1	203619	8144.76	2643.3	3.2	6	8144.76	5784.89	3.2	8	80	325.79	50	25	4	1	decline	Original
27	16	11	0.69	25	1.56	0.89	1.25	2	2.27	1.74	1.82	4	20	0.142	50	25	4	1	decline	Subsampled
50	25	25	1	204807	8192.28	2694.57	3.52	6	8192.28	5050.89	3.52	7	88	327.691	50	25	4	1	decline	Original
29	16	13	0.81	25	1.56	0.73	1.25	3	1.92	1.38	1.54	3	20	0.12	50	25	4	1	decline	Subsampled
50	25	25	1	195109	7804.36	2593.67	3.48	8	7804.36	5975.36	3.48	7	87	312.174	50	25	4	1	decline	Original
29	15	14	0.93	25	1.67	0.82	1.27	2	1.79	1.05	1.36	2	19	0.119	50	25	4	1	decline	Subsampled
50	25	25	1	199201	7968.04	2424.58	1.8	4	7968.04	5667.37	1.8	3	45	318.722	50	25	4	1	decline	Original
26	13	13	1	25	1.92	0.76	1.08	2	1.92	1.19	1.08	2	14	0.148	50	25	4	1	decline	Subsampled
50	25	25	1	215757	8630.28	2282.99	2.48	5	8630.28	6230.76	2.48	5	62	345.211	50	25	4	1	decline	Original
29	16	13	0.81	25	1.56	0.73	1.19	2	1.92	1.5	1.46	4	19	0.12	50	25	4	1	decline	Subsampled
50	25	25	1	198977	7959.08	2669.45	4.68	9	7959.08	4928.87	4.68	10	117	318.363	50	25	4	1	decline	Original
29	16	13	0.81	25	1.56	0.73	1.44	2	1.92	1.12	1.77	4	23	0.12	50	25	4	1	decline	Subsampled
50	25	25	1	207166	8286.64	2320.07	4.4	9	8286.64	5516.65	4.4	8	110	331.466	50	25	4	1	decline	Original
26	15	11	0.73	25	1.67	0.9	1.33	2	2.27	1.1	1.82	4	20	0.152	50	25	4	1	decline	Subsampled
50	25	25	1	208963	8358.52	2266.39	2.6	5	8358.52	6333.95	2.6	6	65	334.341	50	25	4	1	decline	Original
25	13	12	0.92	25	1.92	1.19	1.31	3	2.08	1.16	1.42	3	17	0.16	50	25	4	1	decline	Subsampled
50	25	25	1	193023	7720.92	2322.87	4.16	7	7720.92	4998.86	4.16	9	104	308.837	50	25	4	1	decline	Original
29	15	14	0.93	25	1.67	1.11	1.47	3	1.79	1.12	1.57	3	22	0.119	50	25	4	1	decline	Subsampled
50	25	25	1	196404	7856.16	2578.39	3.16	9	7856.16	5422.92	3.16	7	79	314.246	50	25	4	1	decline	Original
32	17	15	0.88	25	1.47	0.62	1.18	2	1.67	1.8	1.33	4	20	0.098	50	25	4	1	decline	Subsampled
50	25	25	1	180754	7230.16	2293.92	3.6	9	7230.16	4620.11	3.6	6	90	289.206	50	25	4	1	decline	Original
29	16	13	0.81	25	1.56	0.81	1.31	2	1.92	1.04	1.62	3	21	0.12	50	25	4	1	decline	Subsampled
50	25	25	1	209985	8399.4	2029.59	2.2	6	8399.4	5604.49	2.2	5	55	335.976	50	25	4	1	decline	Original
28	13	15	1.15	25	1.92	1.04	1.46	3	1.67	0.9	1.27	3	19	0.128	50	25	4	1	decline	Subsampled
50	25	25	1	181048	7241.92	2317.1	2.56	5	7241.92	3575.79	2.56	5	64	289.677	50	25	4	1	decline	Original
27	13	14	1.08	25	1.92	1.38	1.38	2	1.79	1.05	1.29	2	18	0.137	50	25	4	1	decline	Subsampled
50	25	25	1	188910	7556.4	2125.41	2.6	5	7556.4	5671.75	2.6	5	65	302.256	50	25	4	1	decline	Original
32	18	14	0.78	25	1.39	0.61	1.28	2	1.79	0.97	1.64	3	23	0.099	50	25	4	1	decline	Subsampled
50	25	25	1	195569	7822.76	2638.5	1.76	4	7822.76	5963.69	1.76	4	44	312.91	50	25	4	1	decline	Original
29	15	14	0.93	25	1.67	0.72	1.13	2	1.79	0.8	1.21	2	17	0.119	50	25	4	1	decline	Subsampled
50	25	25	1	207913	8316.52	2366.52	2.44	5	8316.52	5754.12	2.44	5	61	332.661	50	25	4	1	decline	Original
30	15	15	1	25	1.67	0.9	1.2	2	1.67	0.9	1.2	2	18	0.111	50	25	4	1	decline	Subsampled
50	25	25	1	201784	8071.36	2101.24	1.88	4	8071.36	7175.47	1.88	4	47	322.854	50	25	4	1	decline	Original
28	15	13	0.87	25	1.67	1.23	1.13	2	1.92	1.61	1.31	3	17	0.128	50	25	4	1	decline	Subsampled
50	25	25	1	199499	7979.96	2196.31	2.48	4	7979.96	4859.93	2.48	5	62	319.198	50	25	4	1	decline	Original
25	14	11	0.79	25	1.79	0.89	1.36	2	2.27	1.27	1.73	4	19	0.162	50	25	4	1	decline	Subsampled
50	25	25	1	203053	8122.12	2231.66	1.76	5	8122.12	4992.93	1.76	4	44	324.885	50	25	4	1	decline	Original
32	17	15	0.88	25	1.47	0.94	1.18	2	1.67	0.82	1.33	2	20	0.098	50	25	4	1	decline	Subsampled
50	25	25	1	202542	8101.68	2485	2.96	7	8101.68	6178.03	2.96	9	74	324.067	50	25	4	1	decline	Original
29	15	14	0.93	25	1.67	0.72	1.4	3	1.79	1.37	1.5	4	21	0.119	50	25	4	1	decline	Subsampled
50	25	25	1	200370	8014.8	2388.58	3.6	7	8014.8	4089.81	3.6	6	90	320.592	50	25	4	1	decline	Original
32	17	15	0.88	25	1.47	0.62	1.29	2	1.67	0.98	1.47	3	22	0.098	50	25	4	1	decline	Subsampled
50	25	25	1	219729	8789.16	2083.77	3.12	7	8789.16	5946.74	3.12	7	78	351.566	50	25	4	1	decline	Original
29	16	13	0.81	25	1.56	0.73	1.38	2	1.92	0.86	1.69	3	22	0.12	50	25	4	1	decline	Subsampled
50	25	25	1	197106	7884.24	2422.58	4.24	10	7884.24	4632.35	4.24	7	106	315.37	50	25	4	1	decline	Original
28	15	13	0.87	25	1.67	0.62	1.53	3	1.92	1.26	1.77	4	23	0.128	50	25	4	1	decline	Subsampled
50	25	25	1	217819	8712.76	2328.64	1.92	5	8712.76	6358.97	1.92	6	48	348.51	50	25	4	1	decline	Original
31	16	15	0.94	25	1.56	0.63	1.06	2	1.67	0.62	1.13	2	17	0.104	50	25	4	1	decline	Subsampled
50	25	25	1	205100	8204	2295.84	4.24	8	8204	4761.37	4.24	7	106	328.16	50	25	4	1	decline	Original
27	14	13	0.93	25	1.79	0.89	1.43	2	1.92	1.12	1.54	3	20	0.137	50	25	4	1	decline	Subsampled
50	25	25	1	196811	7872.44	2066.25	3.2	7	7872.44	4995.57	3.2	9	80	314.898	50	25	4	1	decline	Original
32	17	15	0.88	25	1.47	0.72	1.24	2	1.67	0.82	1.4	2	21	0.098	50	25	4	1	decline	Subsampled
50	25	25	1	213940	8557.6	2361.98	3.56	6	8557.6	6439.64	3.56	8	89	342.304	50	25	4	1	decline	Original
33	16	17	1.06	25	1.56	0.63	1.25	2	1.47	0.8	1.18	3	20	0.092	50	25	4	1	decline	Subsampled
50	25	25	1	204538	8181.52	2210.13	1.8	4	8181.52	7519.91	1.8	5	45	327.261	50	25	4	1	decline	Original
28	15	13	0.87	25	1.67	1.05	1.07	2	1.92	1.55	1.23	2	16	0.128	50	25	4	1	decline	Subsampled
50	25	25	1	207781	8311.24	2542.49	3.48	7	8311.24	6014.04	3.48	7	87	332.45	50	25	4	1	decline	Original
30	16	14	0.88	25	1.56	0.73	1.44	3	1.79	1.12	1.64	4	23	0.112	50	25	4	1	decline	Subsampled
50	25	25	1	201371	8054.84	2632.51	2.24	5	8054.84	4930.06	2.24	6	56	322.194	50	25	4	1	decline	Original
30	16	14	0.88	25	1.56	0.81	1.12	2	1.79	0.8	1.29	2	18	0.112	50	25	4	1	decline	Subsampled
50	25	25	1	200675	8027	2273.19	3.32	6	8027	5169.79	3.32	7	83	321.08	50	25	4	1	decline	Original
29	14	15	1.07	25	1.79	0.8	1.43	2	1.67	0.9	1.33	3	20	0.119	50	25	4	1	decline	Subsampled
50	25	25	1	199874	7994.96	2352.69	3.16	6	7994.96	5041.65	3.16	8	79	319.798	50	25	4	1	decline	Original
28	14	14	1	25	1.79	0.8	1.43	2	1.79	0.89	1.43	3	20	0.128	50	25	4	1	decline	Subsampled
50	25	25	1	210875	8435	2206.44	1.68	3	8435	6138.5	1.68	4	42	337.4	50	25	4	1	decline	Original
31	17	14	0.82	25	1.47	0.72	1.18	2	1.79	0.97	1.43	3	20	0.105	50	25	4	1	decline	Subsampled
50	25	25	1	192913	7716.52	2235.22	1.92	4	7716.52	5398.81	1.92	4	48	308.661	50	25	4	1	decline	Original
28	15	13	0.87	25	1.67	1.29	1.13	2	1.92	1.71	1.31	2	17	0.128	50	25	4	1	decline	Subsampled
50	25	25	1	190415	7616.6	2388.7	4.56	8	7616.6	4165.66	4.56	7	114	304.664	50	25	4	1	decline	Original
30	14	16	1.14	25	1.79	1.05	1.64	5	1.56	0.96	1.44	3	23	0.112	50	25	4	1	decline	Subsampled
50	25	25	1	203915	8156.6	2042.9	2.68	5	8156.6	5536.23	2.68	7	67	326.264	50	25	4	1	decline	Original
31	17	14	0.82	25	1.47	0.62	1.24	2	1.79	0.97	1.5	3	21	0.105	50	25	4	1	decline	Subsampled
50	25	25	1	207919	8316.76	2129.91	2.6	6	8316.76	5363.32	2.6	5	65	332.67	50	25	4	1	decline	Original
34	18	16	0.89	25	1.39	0.5	1.17	2	1.56	0.81	1.31	3	21	0.087	50	25	4	1	decline	Subsampled
100	50	50	1	413892	8277.84	2129.6	2.34	5	8277.84	7269.28	2.34	6	117	165.557	100	25	4	1	decline	Original
41	21	20	0.95	25	1.19	0.4	1.14	2	1.25	0.55	1.2	3	24	0.06	100	25	4	1	decline	Subsampled
100	50	50	1	376477	7529.54	2261.29	1.66	4	7529.54	5192.44	1.66	4	83	150.591	100	25	4	1	decline	Original
41	21	20	0.95	25	1.19	0.4	1.05	2	1.25	0.55	1.1	2	22	0.06	100	25	4	1	decline	Subsampled
100	50	50	1	390353	7807.06	2524.45	3.12	7	7807.06	4835.44	3.12	6	156	156.141	100	25	4	1	decline	Original
42	23	19	0.83	25	1.09	0.29	1	1	1.32	0.58	1.21	2	23	0.057	100	25	4	1	decline	Subsampled
100	50	50	1	384341	7686.82	2594.54	1.54	5	7686.82	5569.05	1.54	4	77	153.736	100	25	4	1	decline	Original
34	18	16	0.89	25	1.39	0.61	1.06	2	1.56	0.89	1.19	3	19	0.087	100	25	4	1	decline	Subsampled
100	50	50	1	383637	7672.74	2313.14	3.46	7	7672.74	5501.89	3.46	9	173	153.455	100	25	4	1	decline	Original
38	20	18	0.9	25	1.25	0.55	1.1	2	1.39	0.61	1.22	2	22	0.069	100	25	4	1	decline	Subsampled
100	50	50	1	426463	8529.26	2193.37	1.74	4	8529.26	5766.22	1.74	5	87	170.585	100	25	4	1	decline	Original
37	20	17	0.85	25	1.25	0.44	1.1	2	1.47	0.62	1.29	2	22	0.074	100	25	4	1	decline	Subsampled
100	50	50	1	374445	7488.9	2090.23	4.26	9	7488.9	5232.53	4.26	9	213	149.778	100	25	4	1	decline	Original
41	22	19	0.86	25	1.14	0.35	1.14	2	1.32	0.58	1.32	3	25	0.06	100	25	4	1	decline	Subsampled
100	50	50	1	393526	7870.52	2347.65	2.46	5	7870.52	4908.76	2.46	6	123	157.41	100	25	4	1	decline	Original
34	18	16	0.89	25	1.39	0.61	1.11	2	1.56	0.63	1.25	3	20	0.087	100	25	4	1	decline	Subsampled
100	50	50	1	412040	8240.8	2431.61	3.54	9	8240.8	5042.5	3.54	9	177	164.816	100	25	4	1	decline	Original
43	21	22	1.05	25	1.19	0.51	1.14	3	1.14	0.35	1.09	2	24	0.054	100	25	4	1	decline	Subsampled
100	50	50	1	392151	7843.02	2571.17	2.14	4	7843.02	7779.3	2.14	7	107	156.86	100	25	4	1	decline	Original
37	20	17	0.85	25	1.25	0.55	1.15	3	1.47	0.8	1.35	3	23	0.074	100	25	4	1	decline	Subsampled
100	50	50	1	393076	7861.52	2454.11	1.76	4	7861.52	6175.75	1.76	7	88	157.23	100	25	4	1	decline	Original
42	22	20	0.91	25	1.14	0.35	1.05	2	1.25	0.55	1.15	3	23	0.057	100	25	4	1	decline	Subsampled
100	50	50	1	396235	7924.7	2158	1.68	4	7924.7	5151.13	1.68	3	84	158.494	100	25	4	1	decline	Original
38	19	19	1	25	1.32	0.58	1.05	2	1.32	0.67	1.05	2	20	0.069	100	25	4	1	decline	Subsampled
100	50	50	1	373786	7475.72	2338.14	4.38	10	7475.72	4818.67	4.38	10	219	149.514	100	25	4	1	decline	Original
36	19	17	0.89	25	1.32	0.58	1.21	2	1.47	0.8	1.35	3	23	0.077	100	25	4	1	decline	Subsampled
100	50	50	1	400292	8005.84	2223.01	4.08	8	8005.84	4486.06	4.08	9	204	160.117	100	25	4	1	decline	Original
40	20	20	1	25	1.25	0.55	1.15	2	1.25	0.44	1.15	2	23	0.062	100	25	4	1	decline	Subsampled
100	50	50	1	406268	8125.36	2418.3	4.62	10	8125.36	4225.41	4.62	9	231	162.507	100	25	4	1	decline	Original
39	19	20	1.05	25	1.32	0.48	1.26	2	1.25	0.64	1.2	3	24	0.066	100	25	4	1	decline	Subsampled
100	50	50	1	405899	8117.98	2256.35	4.42	8	8117.98	4206.33	4.42	12	221	162.36	100	25	4	1	decline	Original
38	18	20	1.11	25	1.39	0.7	1.28	3	1.25	0.55	1.15	2	23	0.069	100	25	4	1	decline	Subsampled
100	50	50	1	406880	8137.6	2350.72	3.34	6	8137.6	4591.16	3.34	7	167	162.752	100	25	4	1	decline	Original
31	16	15	0.94	25	1.56	0.73	1.19	2	1.67	0.9	1.27	2	19	0.104	100	25	4	1	decline	Subsampled
100	50	50	1	419492	8389.84	2475.03	3.08	6	8389.84	5738.92	3.08	8	154	167.797	100	25	4	1	decline	Original
38	21	17	0.81	25	1.19	0.4	1.05	2	1.47	0.62	1.29	3	22	0.07	100	25	4	1	decline	Subsampled
100	50	50	1	396596	7931.92	2128.99	1.46	3	7931.92	4874.02	1.46	4	73	158.638	100	25	4	1	decline	Original
37	19	18	0.95	25	1.32	0.58	1.05	2	1.39	0.61	1.11	2	20	0.073	100	25	4	1	decline	Subsampled
100	50	50	1	415046	8300.92	2096.92	2.3	6	8300.92	5451.6	2.3	8	115	166.018	100	25	4	1	decline	Original
37	18	19	1.06	25	1.39	0.61	1.22	2	1.32	0.67	1.16	3	22	0.073	100	25	4	1	decline	Subsampled
100	50	50	1	398873	7977.46	2359.68	3.24	7	7977.46	5867.06	3.24	7	162	159.549	100	25	4	1	decline	Original
38	20	18	0.9	25	1.25	0.55	1.15	2	1.39	0.7	1.28	3	23	0.069	100	25	4	1	decline	Subsampled
100	50	50	1	405437	8108.74	2518.27	1.84	7	8108.74	6746.69	1.84	4	92	162.175	100	25	4	1	decline	Original
34	20	14	0.7	25	1.25	0.55	1	1	1.79	1.05	1.43	3	20	0.089	100	25	4	1	decline	Subsampled
100	50	50	1	393280	7865.6	2298.66	4.32	9	7865.6	4578.34	4.32	9	216	157.312	100	25	4	1	decline	Original
38	19	19	1	25	1.32	0.58	1.26	2	1.32	0.58	1.26	3	24	0.069	100	25	4	1	decline	Subsampled
100	50	50	1	403492	8069.84	2285.7	3.88	8	8069.84	4688.91	3.88	8	194	161.397	100	25	4	1	decline	Original
41	22	19	0.86	25	1.14	0.35	1.09	2	1.32	0.58	1.26	2	24	0.06	100	25	4	1	decline	Subsampled
100	50	50	1	397944	7958.88	2387.66	1.86	5	7958.88	5906.27	1.86	5	93	159.178	100	25	4	1	decline	Original
38	20	18	0.9	25	1.25	0.55	1.1	2	1.39	0.7	1.22	3	22	0.069	100	25	4	1	decline	Subsampled
100	50	50	1	413141	8262.82	2533.13	2.58	7	8262.82	5520.07	2.58	6	129	165.256	100	25	4	1	decline	Original
40	21	19	0.9	25	1.19	0.51	1	1	1.32	0.58	1.11	2	21	0.063	100	25	4	1	decline	Subsampled
100	50	50	1	412311	8246.22	2195.72	4.36	10	8246.22	4057.94	4.36	8	218	164.924	100	25	4	1	decline	Original
43	20	23	1.15	25	1.25	0.44	1.2	2	1.09	0.29	1.04	2	24	0.054	100	25	4	1	decline	Subsampled
100	50	50	1	389368	7787.36	2331.36	1.72	4	7787.36	5144.58	1.72	4	86	155.747	100	25	4	1	decline	Original
40	21	19	0.9	25	1.19	0.4	1.05	2	1.32	0.75	1.16	3	22	0.063	100	25	4	1	decline	Subsampled
100	50	50	1	396842	7936.84	2558.96	2.48	5	7936.84	5154.37	2.48	6	124	158.737	100	25	4	1	decline	Original
35	17	18	1.06	25	1.47	0.62	1.18	2	1.39	0.7	1.11	3	20	0.082	100	25	4	1	decline	Subsampled
100	50	50	1	407048	8140.96	2446.73	1.74	4	8140.96	5905.03	1.74	4	87	162.819	100	25	4	1	decline	Original
39	21	18	0.86	25	1.19	0.4	1.05	2	1.39	0.5	1.22	2	22	0.066	100	25	4	1	decline	Subsampled
100	50	50	1	371167	7423.34	2290.14	1.86	5	7423.34	5728.55	1.86	4	93	148.467	100	25	4	1	decline	Original
41	21	20	0.95	25	1.19	0.4	1.05	2	1.25	0.55	1.1	2	22	0.06	100	25	4	1	decline	Subsampled
100	50	50	1	391609	7832.18	2312.67	4.58	9	7832.18	5075.59	4.58	9	229	156.644	100	25	4	1	decline	Original
40	21	19	0.9	25	1.19	0.4	1.19	2	1.32	0.75	1.32	4	25	0.063	100	25	4	1	decline	Subsampled
100	50	50	1	392827	7856.54	2276.24	4.14	9	7856.54	4410.09	4.14	9	207	157.131	100	25	4	1	decline	Original
43	22	21	0.95	25	1.14	0.35	1.09	2	1.19	0.51	1.14	3	24	0.054	100	25	4	1	decline	Subsampled
100	50	50	1	400930	8018.6	2364.74	2.44	8	8018.6	6164.78	2.44	6	122	160.372	100	25	4	1	decline	Original
37	19	18	0.95	25	1.32	0.58	1.16	2	1.39	0.61	1.22	2	22	0.073	100	25	4	1	decline	Subsampled
100	50	50	1	405885	8117.7	2417.86	2.34	5	8117.7	5911.5	2.34	6	117	162.354	100	25	4	1	decline	Original
41	22	19	0.86	25	1.14	0.35	1.09	2	1.32	0.58	1.26	2	24	0.06	100	25	4	1	decline	Subsampled
100	50	50	1	409743	8194.86	2261.84	1.72	5	8194.86	6823.76	1.72	4	86	163.897	100	25	4	1	decline	Original
35	19	16	0.84	25	1.32	0.58	1.05	2	1.56	0.89	1.25	3	20	0.082	100	25	4	1	decline	Subsampled
100	50	50	1	374951	7499.02	2359.45	2.46	7	7499.02	5386.98	2.46	6	123	149.98	100	25	4	1	decline	Original
38	20	18	0.9	25	1.25	0.64	1	1	1.39	0.85	1.11	2	20	0.069	100	25	4	1	decline	Subsampled
100	50	50	1	389963	7799.26	2344.9	1.64	4	7799.26	5125.67	1.64	4	82	155.985	100	25	4	1	decline	Original
41	21	20	0.95	25	1.19	0.4	1	1	1.25	0.44	1.05	2	21	0.06	100	25	4	1	decline	Subsampled
100	50	50	1	416099	8321.98	2359.47	1.68	4	8321.98	6375.99	1.68	5	84	166.44	100	25	4	1	decline	Original
33	17	16	0.94	25	1.47	0.62	1.12	2	1.56	0.51	1.19	2	19	0.092	100	25	4	1	decline	Subsampled
100	50	50	1	391667	7833.34	2508.18	4.16	10	7833.34	5600.41	4.16	9	208	156.667	100	25	4	1	decline	Original
36	17	19	1.12	25	1.47	0.62	1.41	2	1.32	0.58	1.26	3	24	0.077	100	25	4	1	decline	Subsampled
100	50	50	1	403742	8074.84	2225.44	1.72	4	8074.84	5014.57	1.72	4	86	161.497	100	25	4	1	decline	Original
38	19	19	1	25	1.32	0.58	1.05	2	1.32	0.58	1.05	2	20	0.069	100	25	4	1	decline	Subsampled
100	50	50	1	400890	8017.8	2517.27	2.4	6	8017.8	7125.49	2.4	6	120	160.356	100	25	4	1	decline	Original
37	18	19	1.06	25	1.39	0.78	1.11	2	1.32	0.67	1.05	2	20	0.073	100	25	4	1	decline	Subsampled
100	50	50	1	407074	8141.48	2049.96	3.18	8	8141.48	5391.63	3.18	6	159	162.83	100	25	4	1	decline	Original
37	18	19	1.06	25	1.39	0.98	1.22	2	1.32	0.75	1.16	2	22	0.073	100	25	4	1	decline	Subsampled
100	50	50	1	392602	7852.04	2385.94	1.8	6	7852.04	4987.77	1.8	4	90	157.041	100	25	4	1	decline	Original
47	24	23	0.96	25	1.04	0.2	1	1	1.09	0.29	1.04	2	24	0.045	100	25	4	1	decline	Subsampled
100	50	50	1	388210	7764.2	2451.88	4.16	9	7764.2	4788.09	4.16	11	208	155.284	100	25	4	1	decline	Original
42	22	20	0.91	25	1.14	0.35	1.05	2	1.25	0.44	1.15	2	23	0.057	100	25	4	1	decline	Subsampled
100	50	50	1	384603	7692.06	2624.88	4.06	10	7692.06	4766.68	4.06	8	203	153.841	100	25	4	1	decline	Original
34	18	16	0.89	25	1.39	0.78	1.17	2	1.56	0.89	1.31	2	21	0.087	100	25	4	1	decline	Subsampled
100	50	50	1	383228	7664.56	2436.49	3.32	9	7664.56	6292.81	3.32	9	166	153.291	100	25	4	1	decline	Original
36	19	17	0.89	25	1.32	0.58	1.21	2	1.47	0.62	1.35	2	23	0.077	100	25	4	1	decline	Subsampled
100	50	50	1	402864	8057.28	2311.52	2.52	7	8057.28	5491.8	2.52	5	126	161.146	100	25	4	1	decline	Original
34	18	16	0.89	25	1.39	0.7	1.06	2	1.56	0.96	1.19	3	19	0.087	100	25	4	1	decline	Subsampled
100	50	50	1	395111	7902.22	2629.11	4.16	8	7902.22	6283.95	4.16	10	208	158.044	100	25	4	1	decline	Original
35	19	16	0.84	25	1.32	0.58	1.11	2	1.56	0.89	1.31	3	21	0.082	100	25	4	1	decline	Subsampled
100	50	50	1	383051	7661.02	2985.55	1.64	4	7661.02	4359.92	1.64	4	82	153.22	100	25	4	1	decline	Original
40	20	20	1	25	1.25	0.55	1.1	2	1.25	0.55	1.1	2	22	0.062	100	25	4	1	decline	Subsampled
100	50	50	1	434067	8681.34	2198.86	4.06	7	8681.34	4131.72	4.06	6	203	173.627	100	25	4	1	decline	Original
38	20	18	0.9	25	1.25	0.55	1.1	2	1.39	0.7	1.22	3	22	0.069	100	25	4	1	decline	Subsampled
100	50	50	1	425095	8501.9	2097.5	4.18	8	8501.9	5384.89	4.18	10	209	170.038	100	25	4	1	decline	Original
38	20	18	0.9	25	1.25	0.55	1.05	2	1.39	0.78	1.17	2	21	0.069	100	25	4	1	decline	Subsampled
100	50	50	1	366789	7335.78	2746.58	1.66	5	7335.78	5500.48	1.66	4	83	146.716	100	25	4	1	decline	Original
38	20	18	0.9	25	1.25	0.55	1.05	2	1.39	0.85	1.17	2	21	0.069	100	25	4	1	decline	Subsampled
100	50	50	1	399242	7984.84	2399.24	3.46	9	7984.84	5187.44	3.46	7	173	159.697	100	25	4	1	decline	Original
41	21	20	0.95	25	1.19	0.4	1.14	2	1.25	0.44	1.2	2	24	0.06	100	25	4	1	decline	Subsampled
100	50	50	1	416859	8337.18	2196.4	4.04	9	8337.18	4455.43	4.04	10	202	166.744	100	25	4	1	decline	Original
39	20	19	0.95	25	1.25	0.44	1.1	2	1.32	0.58	1.16	2	22	0.066	100	25	4	1	decline	Subsampled
100	50	50	1	417623	8352.46	2225.73	3.4	8	8352.46	5326.3	3.4	7	170	167.049	100	25	4	1	decline	Original
40	21	19	0.9	25	1.19	0.51	1.1	2	1.32	0.67	1.21	3	23	0.063	100	25	4	1	decline	Subsampled
100	50	50	1	385243	7704.86	2341.38	3.16	6	7704.86	5083.36	3.16	9	158	154.097	100	25	4	1	decline	Original
43	22	21	0.95	25	1.14	0.35	1.09	2	1.19	0.51	1.14	3	24	0.054	100	25	4	1	decline	Subsampled
100	50	50	1	403483	8069.66	2382.25	4.4	8	8069.66	4855.68	4.4	9	220	161.393	100	25	4	1	decline	Original
42	22	20	0.91	25	1.14	0.47	1.09	2	1.25	0.55	1.2	3	24	0.057	100	25	4	1	decline	Subsampled
100	50	50	1	396941	7938.82	2461.17	4	9	7938.82	4424.88	4	8	200	158.776	100	25	4	1	decline	Original
40	20	20	1	25	1.25	0.44	1.05	2	1.25	0.55	1.05	2	21	0.062	100	25	4	1	decline	Subsampled
100	50	50	1	395714	7914.28	2283.65	3.14	7	7914.28	5165.2	3.14	7	157	158.286	100	25	4	1	decline	Original
36	19	17	0.89	25	1.32	0.48	1.11	2	1.47	0.87	1.24	3	21	0.077	100	25	4	1	decline	Subsampled
100	50	50	1	376774	7535.48	2190.34	1.7	4	7535.48	5810.22	1.7	4	85	150.71	100	25	4	1	decline	Original
45	23	22	0.96	25	1.09	0.29	1.04	2	1.14	0.47	1.09	2	24	0.049	100	25	4	1	decline	Subsampled
100	50	50	1	420027	8400.54	2364.86	3.52	7	8400.54	5112.19	3.52	8	176	168.011	100	25	4	1	decline	Original
36	20	16	0.8	25	1.25	0.44	1.1	2	1.56	0.73	1.38	3	22	0.078	100	25	4	1	decline	Subsampled
100	50	50	1	389228	7784.56	2399.05	1.76	5	7784.56	5588.3	1.76	5	88	155.691	100	25	4	1	decline	Original
40	20	20	1	25	1.25	0.55	1.05	2	1.25	0.72	1.05	2	21	0.062	100	25	4	1	decline	Subsampled
100	50	50	1	402013	8040.26	2279.67	4.36	10	8040.26	4834.27	4.36	9	218	160.805	100	25	4	1	decline	Original
37	19	18	0.95	25	1.32	0.48	1.11	2	1.39	0.5	1.17	2	21	0.073	100	25	4	1	decline	Subsampled
100	50	50	1	411494	8229.88	3093.32	1.7	5	8229.88	7271.81	1.7	5	85	164.598	100	25	4	1	decline	Original
35	19	16	0.84	25	1.32	0.75	1	1	1.56	1.03	1.19	3	19	0.082	100	25	4	1	decline	Subsampled
100	50	50	1	399545	7990.9	2415.58	4.18	10	7990.9	5182.56	4.18	10	209	159.818	100	25	4	1	decline	Original
36	19	17	0.89	25	1.32	0.58	1.16	2	1.47	0.87	1.29	3	22	0.077	100	25	4	1	decline	Subsampled
100	50	50	1	418789	8375.78	2380.74	1.74	5	8375.78	6290.79	1.74	4	87	167.516	100	25	4	1	decline	Original
42	21	21	1	25	1.19	0.4	1.14	2	1.19	0.51	1.14	2	24	0.057	100	25	4	1	decline	Subsampled
100	50	50	1	407352	8147.04	2439.94	1.78	5	8147.04	6256.3	1.78	5	89	162.941	100	25	4	1	decline	Original
33	17	16	0.94	25	1.47	0.72	1.24	3	1.56	0.81	1.31	3	21	0.092	100	25	4	1	decline	Subsampled
100	50	50	1	398508	7970.16	2072.76	1.84	4	7970.16	5778.66	1.84	5	92	159.403	100	25	4	1	decline	Original
36	17	19	1.12	25	1.47	0.72	1.12	2	1.32	0.67	1	1	19	0.077	100	25	4	1	decline	Subsampled
100	50	50	1	394355	7887.1	2405.08	3.42	8	7887.1	4614.78	3.42	6	171	157.742	100	25	4	1	decline	Original
36	18	18	1	25	1.39	0.61	1.22	2	1.39	0.7	1.22	2	22	0.077	100	25	4	1	decline	Subsampled
100	50	50	1	421572	8431.44	2410.16	4.46	9	8431.44	4534.34	4.46	9	223	168.629	100	25	4	1	decline	Original
38	20	18	0.9	25	1.25	0.55	1.1	2	1.39	0.78	1.22	3	22	0.069	100	25	4	1	decline	Subsampled
100	50	50	1	409381	8187.62	2355.97	3.16	8	8187.62	4188.82	3.16	7	158	163.752	100	25	4	1	decline	Original
39	20	19	0.95	25	1.25	0.64	1.15	2	1.32	0.58	1.21	3	23	0.066	100	25	4	1	decline	Subsampled
100	50	50	1	417041	8340.82	2479.92	1.8	4	8340.82	6192.93	1.8	7	90	166.816	100	25	4	1	decline	Original
35	18	17	0.94	25	1.39	0.7	1.17	2	1.47	0.87	1.24	4	21	0.082	100	25	4	1	decline	Subsampled
