n.par	n.mom	n.dad	sex.ratio	noff	female.rs	female.sd	females.mates	max.female.mates	male.rs	male.sd	male.mates	max.male.mates	mp.count	mp.rs	true.npar	true.noff	true.lambda	true.sr	true.sckew	mat
40	20	20	1	25	1.25	0.55	1.2	2	1.25	0.55	1.2	2	24	0.062	100	25	4	1	uniform	Subsampled
100	50	50	1	367997	7359.94	2547.8	1.68	5	7359.94	5517.05	1.68	4	84	147.199	100	25	4	1	uniform	Original
29	16	13	0.81	25	1.56	0.89	1.06	2	1.92	1.19	1.31	3	17	0.12	100	25	4	1	uniform	Subsampled
100	50	50	1	404032	8080.64	2594.43	1.94	5	8080.64	6570.75	1.94	5	97	161.613	100	25	4	1	uniform	Original
28	15	13	0.87	25	1.67	0.9	1.2	2	1.92	1.71	1.38	4	18	0.128	100	25	4	1	uniform	Subsampled
100	50	50	1	394268	7885.36	2310.47	3.2	7	7885.36	4471	3.2	7	160	157.707	100	25	4	1	uniform	Original
39	20	19	0.95	25	1.25	0.44	1.15	2	1.32	0.48	1.21	2	23	0.066	100	25	4	1	uniform	Subsampled
100	50	50	1	398665	7973.3	2518.87	1.76	4	7973.3	5530.95	1.76	5	88	159.466	100	25	4	1	uniform	Original
41	21	20	0.95	25	1.19	0.51	1.05	2	1.25	0.55	1.1	2	22	0.06	100	25	4	1	uniform	Subsampled
100	50	50	1	361101	7222.02	2564.24	1.54	5	7222.02	5122.02	1.54	4	77	144.44	100	25	4	1	uniform	Original
35	18	17	0.94	25	1.39	0.78	1	1	1.47	1.23	1.06	2	18	0.082	100	25	4	1	uniform	Subsampled
100	50	50	1	379637	7592.74	2299.25	2.52	7	7592.74	4401.81	2.52	6	126	151.855	100	25	4	1	uniform	Original
43	22	21	0.95	25	1.14	0.47	1.09	3	1.19	0.4	1.14	2	24	0.054	100	25	4	1	uniform	Subsampled
100	50	50	1	433201	8664.02	2352.15	1.64	5	8664.02	5859.22	1.64	4	82	173.28	100	25	4	1	uniform	Original
36	19	17	0.89	25	1.32	0.58	1.05	2	1.47	0.62	1.18	2	20	0.077	100	25	4	1	uniform	Subsampled
100	50	50	1	407619	8152.38	2363.48	4.36	9	8152.38	3920.25	4.36	8	218	163.048	100	25	4	1	uniform	Original
35	18	17	0.94	25	1.39	0.7	1.28	3	1.47	0.72	1.35	2	23	0.082	100	25	4	1	uniform	Subsampled
100	50	50	1	374486	7489.72	2331.03	2.3	5	7489.72	5210.99	2.3	6	115	149.794	100	25	4	1	uniform	Original
33	17	16	0.94	25	1.47	0.87	1.35	3	1.56	0.51	1.44	2	23	0.092	100	25	4	1	uniform	Subsampled
100	50	50	1	345018	6900.36	2647.63	1.68	3	6900.36	4716.44	1.68	5	84	138.007	100	25	4	1	uniform	Original
39	20	19	0.95	25	1.25	0.55	1.05	2	1.32	0.75	1.11	2	21	0.066	100	25	4	1	uniform	Subsampled
100	50	50	1	397890	7957.8	2442.76	1.8	4	7957.8	5077.46	1.8	4	90	159.156	100	25	4	1	uniform	Original
38	20	18	0.9	25	1.25	0.44	1.1	2	1.39	0.61	1.22	2	22	0.069	100	25	4	1	uniform	Subsampled
100	50	50	1	399155	7983.1	2223.89	4.1	8	7983.1	4742.77	4.1	8	205	159.662	100	25	4	1	uniform	Original
39	20	19	0.95	25	1.25	0.44	1.15	2	1.32	0.58	1.21	2	23	0.066	100	25	4	1	uniform	Subsampled
100	50	50	1	406354	8127.08	2269.77	2.5	5	8127.08	5485.4	2.5	9	125	162.542	100	25	4	1	uniform	Original
36	18	18	1	25	1.39	0.61	1.22	2	1.39	0.61	1.22	2	22	0.077	100	25	4	1	uniform	Subsampled
100	50	50	1	408142	8162.84	2057.6	1.86	4	8162.84	5050.01	1.86	5	93	163.257	100	25	4	1	uniform	Original
32	15	17	1.13	25	1.67	0.9	1.2	2	1.47	0.72	1.06	2	18	0.098	100	25	4	1	uniform	Subsampled
100	50	50	1	416747	8334.94	2332.84	1.84	6	8334.94	6216.08	1.84	5	92	166.699	100	25	4	1	uniform	Original
44	23	21	0.91	25	1.09	0.29	1.04	2	1.19	0.4	1.14	2	24	0.052	100	25	4	1	uniform	Subsampled
100	50	50	1	399321	7986.42	2165.27	4.1	8	7986.42	4727.71	4.1	9	205	159.728	100	25	4	1	uniform	Original
38	19	19	1	25	1.32	0.48	1.21	2	1.32	0.48	1.21	2	23	0.069	100	25	4	1	uniform	Subsampled
100	50	50	1	370945	7418.9	2188.69	2.34	5	7418.9	4366.75	2.34	5	117	148.378	100	25	4	1	uniform	Original
37	19	18	0.95	25	1.32	0.67	1.11	2	1.39	0.85	1.17	2	21	0.073	100	25	4	1	uniform	Subsampled
100	50	50	1	423856	8477.12	2332.05	3.56	9	8477.12	4011.05	3.56	7	178	169.542	100	25	4	1	uniform	Original
39	20	19	0.95	25	1.25	0.55	1.15	3	1.32	0.58	1.21	2	23	0.066	100	25	4	1	uniform	Subsampled
100	50	50	1	406847	8136.94	2378.15	3	7	8136.94	5794.16	3	7	150	162.739	100	25	4	1	uniform	Original
41	21	20	0.95	25	1.19	0.4	1.19	2	1.25	0.44	1.25	2	25	0.06	100	25	4	1	uniform	Subsampled
100	50	50	1	414675	8293.5	2141.2	1.86	4	8293.5	4875.25	1.86	4	93	165.87	100	25	4	1	uniform	Original
38	19	19	1	25	1.32	0.48	1.11	2	1.32	0.48	1.11	2	21	0.069	100	25	4	1	uniform	Subsampled
100	50	50	1	418680	8373.6	2183.8	1.74	4	8373.6	5246.48	1.74	4	87	167.472	100	25	4	1	uniform	Original
39	21	18	0.86	25	1.19	0.51	1	1	1.39	0.61	1.17	2	21	0.066	100	25	4	1	uniform	Subsampled
100	50	50	1	372247	7444.94	2232.41	1.74	6	7444.94	5182.24	1.74	4	87	148.899	100	25	4	1	uniform	Original
